;Date_from;2016-03-01;Date_until;2016-03-01; 
;Namn;Antal;total inkospkostnad;total forsaljningintakt;total vinst på vara; 
;Mellerud;9;12150.0;13500.0;1350.0;
;Bitburger;8;9600.0;12000.0;2400.0;
;Midvinterblot;2;60000.0;60000.0;0.0;
;Marke;1;2000.0;2000.0;0.0;
;Total inkopskostnad:;83750.0;Omsättning:;87500.0;Vinst;3750.0;
