;Date_from;2016-03-01;Date_until;2016-03-29; 
;Namn;Antal;total inkospkostnad;total forsaljningintakt;total vinst pa vara; 
;Mellerud;9;121.5;135.0;13.5;
;Bitburger;8;96.0;120.0;24.0;
;Midvinterblot;2;600.0;600.0;0.0;
;Marke;1;20.0;20.0;0.0;
;Total inkopskostnad:;837.5;Omsattning:;875.0;Vinst;37.5;
